"time","latitude","longitude","u10","v10","t2m","ssr","sp","tcc","tp"
2020-02-24 11:00:00,-3.37800002098083,39.9879989624023,-4.18596893715865,-2.25127905590579,303.438971985458,3095375.05693315,100530.194122618,0.689271054277997,4.38996012592525e-05
2020-02-24 12:00:00,-3.37800002098083,39.9879989624023,-4.31896405332596,-1.77296699488825,303.158239809613,2544503.00119024,100411.489870561,0.835151755604047,6.13468786828013e-05
2020-02-24 13:00:00,-3.37800002098083,39.9879989624023,-4.52781266237537,-1.26233288091155,302.906540619474,1944980.76949018,100335.251498291,0.899470495780752,4.19860288966693e-05
2020-02-24 14:00:00,-3.37800002098083,39.9879989624023,-5.20828086642655,-0.931778776278753,302.232183542368,1397807.56556239,100306.062791838,0.617917690323959,4.27739704577301e-06
2020-02-25 06:00:00,-3.37800002098083,39.9879989624023,-0.212815292747476,-2.09673075226071,301.420699594753,1183582.39793692,100702.823719538,0.628492515221339,7.76685253048304e-06
2020-02-25 07:00:00,-3.37800002098083,39.9879989624023,-1.00897516366129,-1.47392010154338,301.830520583082,1873418.26145606,100721.132520066,0.518257976897136,4.27739704577301e-06
2020-02-25 10:00:00,-3.37800002098083,39.9879989624023,-3.32803977628514,0.0435867041948343,303.572499725508,3232694.93056933,100558.934987907,0.817908534631407,0
2020-02-25 11:00:00,-3.37800002098083,39.9879989624023,-3.9708830382436,0.0908475211267206,303.411618593966,3264546.15453283,100413.386609609,0.863564921489936,0
2020-02-25 12:00:00,-3.37800002098083,39.9879989624023,-4.56785203925479,0.182109788305536,303.33027824558,2757803.45586193,100351.637216174,0.855660506920178,2.31879945112971e-05
2020-02-25 13:00:00,-3.37800002098083,39.9879989624023,-5.0764929676526,0.60365454622673,303.149122012449,2208729.45308471,100264.308189195,0.795416049929043,1.12563080151978e-07
2020-02-25 14:00:00,-3.37800002098083,39.9879989624023,-5.1881605765374,0.0517351209072285,302.555625399667,1486888.24677643,100245.314455122,0.710313887659652,0
2020-02-26 06:00:00,-3.37800002098083,39.9879989624023,-1.55966749792742,-1.44675871250207,301.771974727606,1114639.9099385,100787.386668739,0.993438420337845,1.94734128662836e-05
2020-02-26 07:00:00,-3.37800002098083,39.9879989624023,-1.6934674256903,-1.16699640537653,302.213827977025,1850608.67526284,100763.12421509,0.996444539392367,1.46332004197485e-06
2020-02-26 10:00:00,-3.37800002098083,39.9879989624023,-3.7117337044713,-1.64014780247622,303.993597989276,3045235.06566157,100555.299571399,0.689286313765584,6.19096940835621e-06
2020-02-26 11:00:00,-3.37800002098083,39.9879989624023,-4.83826873536502,-1.66540789428465,303.854191669476,3104827.67823844,100378.507686013,0.789861596447591,1.04683664541292e-05
2020-02-26 12:00:00,-3.37800002098083,39.9879989624023,-4.93484612683295,-1.0360785101974,303.820839727218,2611030.96092045,100367.759498077,0.756550135046465,5.45930938736857e-05
2020-02-26 13:00:00,-3.37800002098083,39.9879989624023,-4.75718396711173,-0.427663395671964,303.729781726591,1977653.96052371,100314.387368768,0.289121511299651,2.70151392364631e-05
2020-02-26 14:00:00,-3.37800002098083,39.9879989624023,-5.25999001144168,0.111218562907706,303.111091200593,1331998.82701845,100246.131106656,0.0538049532296705,0
2020-02-27 06:00:00,-3.37800002098083,39.9879989624023,-0.231527162344389,0.268754619347328,301.353035942114,1027562.77345765,100826.506911594,0.786245097889613,0.000108510809266459
